name,cuisine,avg_meal_cost,city,rating
Glocal Junction,"Continental,  Fast Food,  North Indian,  European",2200,Mumbai,4.3
New York Burrito Company,Mexican,600,Mumbai,4.5
Brasserie 1935 Kitchen and Bar,"North Indian,  Continental,  Oriental ",1000,Mumbai,4.4
Banana Leaf,"South Indian,  Street Food",1000,Mumbai,4.5
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.5
Tibbs Frankie,Fast Food,500,Mumbai,4.3
Sorrentina by Foodhall,"Italian,  Seafood",2500,Mumbai,4.6
Lotus Cafe,"North Indian,  Italian,  Continental",3500,Mumbai,4.6
PizzAah! District,"Italian,  Pizza",600,Mumbai,3.9
Fable,"Italian,  Continental,  American,  Fast Food",1800,Mumbai,4.4
Bhukkad Junction,"North Indian,  Chinese",600,Mumbai,4.2
Social,"North Indian,  Continental,  Finger Food,  American,  Asian",2000,Mumbai,4.4
Miniya - Turk,"Italian,  Turkish",2500,Mumbai,4.5
Tsubaki,"North Indian,  Chinese",1200,Mumbai,4.4
One Too Many,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Seafood,  Fast Food",1800,Mumbai,4.4
Live It Up,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Oriental ",1000,Mumbai,4
Urban Street Cafe,"Fast Food,  North Indian,  Italian,  Asian",600,Mumbai,4.3
Chin Chin Chu,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Health Food,  Cantonese",2500,Mumbai,4.6
Cafe Istaa,"Fast Food,  Italian,  Desserts",500,Mumbai,4.5
Yazu - Pan Asian Supper Club,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Asian,  Korean",2000,Mumbai,4.5
The Orange Mint,"Continental,  Finger Food,  Italian,  Chinese",1600,Mumbai,3.8
Vedge,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Asian",1500,Mumbai,4.2
Silver Beach Cafe,"Continental,  Italian",2000,Mumbai,4.4
Pop Tate's,"Chinese,  Italian,  Continental",2000,Mumbai,4.6
Roar,"Finger Food,  Italian,  Continental,  Asian",1500,Mumbai,3.9
Pastovilla,"North Indian,  Italian,  Continental,  Mexican",1000,Mumbai,3.9
Cheelizza,"Pizza,  Italian,  Fast Food",600,Mumbai,4.6
Independence Brewing Company,"North Indian,  Chinese,  Finger Food,  Pizza",2000,Mumbai,4.5
The Mint Leaf Kitchen & Bar,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1200,Mumbai,4.1
Asian Kitchen,"Multi-Cuisine,  North Indian,  Chinese,  Japanese,  Oriental ",3000,Mumbai,4
Kaala Chashma,"North Indian,  Chinese,  Italian",1800,Mumbai,4.3
Sindhful,"Sindhi,  North Indian,  Chinese",800,Mumbai,4.2
Melting Pot,"North Indian,  Chinese,  Seafood,  Oriental ",1800,Mumbai,4.4
Urban Tadka,"North Indian,  Mughlai",1600,Mumbai,4.3
Maharaja Bhog,"Gujarati,  North Indian,  Rajasthani",1200,Mumbai,4.3
Family Tree,"Chinese,  European,  North Indian",1500,Mumbai,4.4
Ten One,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Gujarati",900,Mumbai,4.3
1 BHK - Brew House Kitchen,"North Indian,  Italian,  European,  Parsi",2000,Mumbai,4.4
Khao Piyo,"Italian,  Continental,  North Indian",1200,Mumbai,4.3
Bombay Baking Company,"Bakery and Confectionary,  Coffee",1500,Mumbai,4.4
Royal Oak Brewery,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1800,Mumbai,4.2
The BlueBop Cafe,"Italian,  American",2600,Mumbai,4.2
Navratree,"North Indian,  Chinese,  South Indian",800,Mumbai,3.9
Carnivore,"North Indian,  Chinese",600,Mumbai,3.5
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.3
Tibbs Frankie,Fast Food,200,Mumbai,3
The Terrace,"North Indian,  Continental",1500,Mumbai,4.3
Soul,"North Indian,  Chinese,  Fast Food",1500,Mumbai,4.4
The Oasis,"North Indian,  Chinese,  Seafood,  Mughlai",2500,Mumbai,4.1
Loco Loca,"Mediterranean,  North Indian,  Spanish",1200,Mumbai,4.3
Burn by KLS Fine Dine,"North Indian,  Chinese",1400,Mumbai,4
Krave - The Multi Cuisine,"North Indian,  Chinese,  Fast Food",1200,Mumbai,4.5
Silver Beach Cafe,"Italian,  European,  Seafood",2000,Mumbai,4.4
All Elements,"Fast Food,  Finger Food,  Desserts",1400,Mumbai,4.2
Social,"North Indian,  Continental,  Finger Food,  American,  Asian",2000,Mumbai,4.3
Sammy Sosa,"Mexican,  Italian,  Continental,  Asian",1600,Mumbai,4.6
Global Buffet,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",2200,Mumbai,4
JLWA,"European,  Pizza",2100,Mumbai,3.7
Moni's,"North Indian,  Chinese,  Seafood,  Mughlai",1500,Mumbai,4.4
Pepper Fry by Kamats,"North Indian,  Continental,  Chinese",1200,Mumbai,4.2
Kale & Kaffe,"Continental,  Health Food,  Desserts",1200,Mumbai,4.2
It's Mirchi,"North Indian,  Italian,  Continental",1900,Mumbai,4
Quarter Flip,"North Indian,  Continental,  Seafood",1200,Mumbai,3.6
Persian Darbar,"North Indian,  Chinese,  Mughlai,  Biryani",2500,Mumbai,4.4
Once Upon A Dine,"Health Food,  Italian,  European",1000,Mumbai,4.3
Ministry of Crab,Seafood,3000,Mumbai,4
Drunken Barrel SPORTS BAR,"Continental,  North Indian,  Finger Food",1000,Mumbai,3.7
Poco Loco,"Continental,  Mexican,  Health Food",1900,Mumbai,4.2
Golden Monk,"Chinese,  Thai,  Seafood",1500,Mumbai,4
Shakey Wakey,"Juice,  Shakes,  Fast Food",300,Mumbai,4.7
Arbab,"Lebanese,  Arabian",900,Mumbai,4
The Daily All Day,"Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Asian",2000,Mumbai,4.5
Suruchi Bhog,"North Indian,  Chinese,  Seafood",800,Mumbai,4.2
Hangla's,"Fast Food,  North Indian",500,Mumbai,5
Heng Bok,"Korean,  Seafood",2500,Mumbai,4.5
Coffee By Di Bella Exclusive,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.2
Atrangii House Sky Lounge,"North Indian,  Chinese",2000,Mumbai,4.6
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.3
Kofuku,Japanese,2500,Mumbai,4.4
Pop Tate's,"Chinese,  Italian,  Continental",2000,Mumbai,4.3
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.5
Frozen Bottle,"Desserts,  Shakes,  Ice Cream",500,Mumbai,4.6
Pishu's,"Juice,  Shakes,  Fast Food,  Health Food",600,Mumbai,4
Mitron,"North Indian,  Japanese,  Continental,  Seafood,  Sushi",2000,Mumbai,3.9
Aromas Cafe,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",1400,Mumbai,4.5
Jade Raven Multicuisine Restaurant and Bar,"North Indian,  Chinese,  Seafood,  Mughlai",1500,Mumbai,4.3
Bombay Coffee House,"American,  Fast Food,  Coffee",900,Mumbai,4.3
Aromas Cafe,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",1000,Mumbai,4.1
Roll Me Crazy,"Continental,  Fast Food",800,Mumbai,4.7
99 Pancakes,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",500,Mumbai,5
Hakkasan,"Chinese,  Seafood,  Cantonese",2500,Mumbai,4.5
Punjabi Rasoi,"North Indian,  Chinese,  Mughlai",600,Mumbai,4
Chaayos - Meri Wali Chai,Tea,500,Mumbai,4.5
Silver Spoon,"North Indian,  Chinese",600,Mumbai,3
Sazio Fine Dine,"Italian,  Chinese,  Continental",1500,Mumbai,4.6
Lucky Restaurant,"North Indian,  Mughlai,  Chinese",500,Mumbai,3.9
Nom Nom,"Japanese,  Asian,  Oriental ",2000,Mumbai,4.4
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.4
Wanton House,"North Indian,  Asian,  Seafood,  Fast Food",900,Mumbai,4.1
1441 Pizzeria,"Pizza,  Italian",1200,Mumbai,4.6
Mesa Bistro,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood,  Oriental ",2000,Mumbai,3.5
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.4
Cafe Waffles Coffee & More,"Desserts,  Coffee,  Drinks",300,Mumbai,4.4
Sai Shraddha Veg Treat,"North Indian,  Chinese,  South Indian,  Fast Food",800,Mumbai,3.9
Dhamaka Cafe & Lounge Bar,"Italian,  Continental,  Chinese,  Mughlai",1500,Mumbai,4
The Calcutta Club,"Bengali,  North Indian,  Seafood",1000,Mumbai,4
The Atrangii House,"North Indian,  Chinese,  Mughlai",2000,Mumbai,4.4
Social,"North Indian,  Continental,  Finger Food,  American,  Asian",2000,Mumbai,4.2
New York Burrito Company,Mexican,600,Mumbai,4.2
Kissa Stories Over Food,"Italian,  Continental,  Mediterranean,  Asian",1500,Mumbai,4.3
Gustoso,"Italian,  Pizza",2500,Mumbai,4.4
Jamjar Diner,"Multi-Cuisine,  Italian,  Mexican,  American,  Health Food",1500,Mumbai,4.4
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.4
Dinshaw's Xpress Cafe,"Ice Cream,  Italian,  Continental,  Parsi,  Desserts",1500,Mumbai,4.5
Ottoman Cafe,"North Indian,  Chinese,  Continental,  Mughlai",1000,Mumbai,3
Kill No Kalorie,"Multi-Cuisine,  Italian,  Continental,  Mexican",900,Mumbai,5
New York Burrito Company,"Mexican,  Fast Food",600,Mumbai,4.5
Angrezi Patiyalaa,"Multi-Cuisine,  North Indian,  Asian,  Andhra,  Chettinad,  Fast Food",2000,Mumbai,4.2
Fire Bowl,"Chinese,  Seafood",800,Mumbai,3.6
Kath N Ghat,"Maharashtrian,  North Indian,  Seafood",1500,Mumbai,4.5
Lucky Restaurant,"North Indian,  Mughlai,  Chinese",500,Mumbai,3.9
Flavors,"North Indian,  Italian,  Chinese,  Seafood",1500,Mumbai,4.3
Pop Tate's,"Chinese,  Italian,  Continental",2000,Mumbai,4.2
Tossin Pizza,"Fast Food,  Pizza,  Italian,  Seafood",1000,Mumbai,4.6
Warehouse KitchenBar,"North Indian,  Continental,  Oriental ,  Seafood,  Fast Food",2000,Mumbai,4.2
Shikara,"North Indian,  Chinese,  Seafood,  Mughlai",1800,Mumbai,4.2
Harbour O' Four,"North Indian,  Chinese,  Continental,  Fast Food",1600,Mumbai,4.1
Urban Tadka,"North Indian,  Mughlai",1600,Mumbai,4.3
Gajalee,"Seafood,  Malvani,  North Indian",1500,Mumbai,4.5
Mi Hi Koli,"Seafood,  Maharashtrian,  Malvani",1000,Mumbai,4
Frozen Bottle,"Desserts,  Shakes,  Ice Cream",500,Mumbai,4.5
The Irish House,"Continental,  American,  European",2000,Mumbai,4.4
Kasbah Grand,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Asian,  Arabian,  Mughlai",2000,Mumbai,4.1
Green Leaf,"North Indian,  Chinese,  Fast Food",900,Mumbai,4.2
Mia Cuccinna,"Fast Food,  Italian,  Continental",2200,Mumbai,4.2
Green Tadka,"North Indian,  Fast Food,  Chinese,  South Indian",700,Mumbai,3.6
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.6
Tavaa,"Chinese,  Mughlai,  Seafood",800,Mumbai,3.8
Wow! China by Wow! Momo,"Chinese,  Seafood",1600,Mumbai,4.5
Mamagoto,"Asian,  Chinese,  Thai,  Japanese,  Oriental ",1500,Mumbai,4.5
Boojee Cafe,"Fast Food,  Coffee",800,Mumbai,5
Fire Bowl,"Chinese,  Seafood",800,Mumbai,4.4
Misal Adda,"Maharashtrian,  Street Food",200,Mumbai,3.8
Spice It,"Continental,  European,  North Indian,  Chinese",1200,Mumbai,4.1
The Nutcracker,"European,  American",1200,Mumbai,4.6
Soul Fry,"Seafood,  Goan",1000,Mumbai,3.9
Pablo - The Art Cafe Lounge,"Multi-Cuisine,  Continental,  European,  Seafood,  Modern Indian",2500,Mumbai,4.2
Persia Darbar,"North Indian,  Chinese,  Seafood",1000,Mumbai,4.5
The Bagel Shop,"Fast Food,  Continental,  American",1000,Mumbai,4.4
Thambbi,"North Indian,  South Indian",800,Mumbai,3
Tibbs Frankie,Fast Food,200,Mumbai,1.7
Meraki,"Chinese,  Thai,  Burmese",600,Mumbai,4.2
Phelia Lounge,"Multi-Cuisine,  North Indian,  Oriental ,  Fast Food,  Modern Indian",2000,Mumbai,4
Banana Leaf,"South Indian,  Street Food",1000,Mumbai,4.6
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.4
Messy Addaa,"Fast Food,  Italian",700,Mumbai,4.6
Cafe Nutrithink,"Continental,  Health Food",1000,Mumbai,4
By The Bae - Kitchen And Bar,"North Indian,  Italian,  Continental,  Street Food",2000,Mumbai,4.1
Frozen Bottle,"Desserts,  Shakes,  Ice Cream",500,Mumbai,4.4
New York Burrito Company,Mexican,600,Mumbai,4.3
Bougainvillea,"North Indian,  Oriental ,  Chinese,  Continental",1300,Mumbai,4.4
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.3
Bandra Gomantak,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Mughlai,  Malvani",800,Mumbai,3.6
Ottoman Cafe,"North Indian,  Chinese,  Continental,  Mughlai",1500,Mumbai,4.3
Howra Burger,"Burger,  Fast Food",600,Mumbai,4.2
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.4
Kakori House,"Mughlai,  Awadhi",1500,Mumbai,4.2
PizzAah! District,"Italian,  Pizza,  Fast Food",600,Mumbai,2.4
British Waffle Co.,"Waffle,  Desserts,  Shakes",400,Mumbai,1
Tibbs Frankie,Fast Food,200,Mumbai,4.1
New Sernyaa,"Tibetan,  Chinese,  Seafood,  Burmese",800,Mumbai,1.7
Shake N Crack,"Fast Food,  Shakes",200,Mumbai,2.3
6th Street Yogurt,"Desserts,  Ice Cream,  Yogurt",300,Mumbai,4.5
Persia Darbar,"North Indian,  Chinese,  Mughlai",1000,Mumbai,4.6
Eataeria,"Chinese,  North Indian,  Fast Food",800,Mumbai,4.4
Phelia Terrace,"North Indian,  Chinese,  Oriental ,  Fast Food",2000,Mumbai,3.3
Banana Leaf,"South Indian,  Street Food",1000,Mumbai,4.3
Bachelorr's,"Juice,  Street Food,  Desserts,  Fast Food",300,Mumbai,4.2
Chaayos - Meri Wali Chai,Tea,500,Mumbai,4.5
Pop Tate's,"Chinese,  Italian,  Continental",2000,Mumbai,4.3
Bruciato Food Factory,"Italian,  Fast Food",1000,Mumbai,3.9
Tibbs Frankie,Fast Food,200,Mumbai,3.9
Wanton House,"North Indian,  Asian,  Seafood,  Fast Food",900,Mumbai,4
HAS South Bombay,"South Indian,  Health Food",500,Mumbai,3.5
Naans n Noodles,"North Indian,  Chinese",1000,Mumbai,3.9
Kakori House,"Mughlai,  Awadhi",1500,Mumbai,3.7
Beyond - Wine & Dine,"North Indian,  Fast Food,  Italian,  Continental,  Mexican,  Oriental ",2200,Mumbai,4.3
Thangabali,"South Indian,  North Indian,  Seafood",1200,Mumbai,4.4
Fire Bowl,"Chinese,  Continental,  Thai,  Seafood",800,Mumbai,4.3
Dewano Daa Dhaba,"North Indian,  Awadhi",900,Mumbai,4.5
Nomada,"American,  Fast Food",1500,Mumbai,3.6
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.4
Stir Fry Grill,"Chinese,  Thai",1500,Mumbai,4.3
The Food Studio,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1400,Mumbai,4.1
Goa Portuguesa,"Goan,  South Indian,  Seafood,  Maharashtrian,  Portuguese",1500,Mumbai,4.3
Sirocco,"Italian,  Chinese",1200,Mumbai,4.3
Diva Maharashtracha,"Maharashtrian,  Seafood,  Goan,  Konkani,  Malvani",2000,Mumbai,4.4
Yoko Sizzlers,"Fast Food,  Sizzlers,  Seafood",2400,Mumbai,4.3
SodaBottleOpenerWala,"Parsi,  Iranian,  North Indian,  Street Food",1600,Mumbai,4.2
Dakshin Culture Curry,"South Indian,  Maharashtrian,  Goan,  Seafood,  Chettinad,  Malvani",2000,Mumbai,4.1
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.6
Sammy Sosa,"Italian,  Continental,  Mexican,  Asian,  Fast Food",2200,Mumbai,4.3
PizzaExpress,"European,  Fast Food,  Italian",2000,Mumbai,4.2
Aromas Cafe,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",1000,Mumbai,4.4
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.6
Mainland China,"Chinese,  Seafood,  Asian",1800,Mumbai,4.3
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.2
Pokket Cafe,"Fast Food,  Italian,  Chinese",600,Mumbai,4.2
63 By - Lane,"Italian,  Fast Food",900,Mumbai,4.6
Aditi Fast Food,"North Indian,  Chinese,  South Indian",500,Mumbai,3.7
Ambience All Day Dining,"Continental,  Multi-Cuisine,  North Indian,  Chinese,  Seafood",1500,Mumbai,4.2
China Bistro,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",2000,Mumbai,4.4
TASCA Oriental Cuisine,"North Indian,  Asian,  Fast Food",1000,Mumbai,4.2
Tanatan,"North Indian,  Modern Indian,  Seafood",1800,Mumbai,4.3
Frozen Bottle,"Desserts,  Shakes,  Ice Cream",500,Mumbai,4.4
The Irish House,"Continental,  American,  European",2000,Mumbai,4.1
High On Tea,"Tea,  North Indian,  Italian",600,Mumbai,4.2
Gigil Brasserie,"Italian,  Fast Food,  Shakes",1000,Mumbai,4.2
Frozen Bottle,"Desserts,  Shakes,  Ice Cream",500,Mumbai,4.1
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.7
Yoko Sizzlers,"Fast Food,  Sizzlers,  Seafood",2400,Mumbai,3.9
Wah Maratha,"Maharashtrian,  Seafood",400,Mumbai,3.8
Silver Oaks,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Oriental ",1500,Mumbai,4.3
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",1200,Mumbai,4.6
Tibbs Frankie,Fast Food,200,Mumbai,3.9
Ebony Fine Dine,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai,  Oriental ",1600,Mumbai,4.2
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.4
The Momo Factory,"Tibetan,  Fast Food",400,Mumbai,3.5
Tibbs Frankie,Fast Food,200,Mumbai,4.3
Tibbs Frankie,Fast Food,200,Mumbai,4
The Flip Bar,"Finger Food,  Italian,  Continental,  Seafood",1000,Mumbai,4.2
Alfredo's,"Italian,  Fast Food",1200,Mumbai,4
Chaayos - Meri Wali Chai,Tea,500,Mumbai,3.8
Angrezi Dhaba,"North Indian,  Chinese,  Asian,  Seafood,  Mughlai",1500,Mumbai,4.1
1441 Pizzeria,"Pizza,  Italian",1200,Mumbai,4.3
The Burrow Cafe,"Continental,  American",500,Mumbai,4.1
Chinese Wok (Wok Express),"Chinese,  Thai,  Asian",800,Mumbai,3.6
Urban Tadka,"North Indian,  Mughlai",1600,Mumbai,4.3
Ming Yang,"Chinese,  Thai,  Seafood",4000,Mumbai,4.5
Froozo,"Desserts,  Ice Cream,  Fast Food",800,Mumbai,2.2
Hotel Rishi,"North Indian,  Chinese,  Seafood",1200,Mumbai,4.2
BrewDog Mid-Town Mumbai,"North Indian,  European,  Asian",1600,Mumbai,5
Vividh NX Bar & Cafe,"North Indian,  Italian,  Continental",1600,Mumbai,4.3
Banjara Dhaba,North Indian,500,Mumbai,3.5
Crave Junction,"Fast Food,  Italian",1000,Mumbai,3.9
Express Eats by Tasca,Fast Food,500,Mumbai,3.3
1441 Pizzeria,"Pizza,  Italian",1200,Mumbai,4.5
Fisco Restobar,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",2000,Mumbai,4.3
90ft Above,"North Indian,  Chinese",1200,Mumbai,4.1
Cottage Grill,"North Indian,  Chinese,  Mughlai",1200,Mumbai,4.3
Zaiqaa,"North Indian,  Chinese,  Seafood,  Mughlai",800,Mumbai,3.8
Uttar Dakshin Veg Treat,"North Indian,  Chinese,  South Indian,  Shakes",900,Mumbai,4.1
Chitchat Chai,"Fast Food,  Tea",600,Mumbai,3.8
Dwarka Restaurant,"North Indian,  South Indian",700,Mumbai,3.7
City Forestt Family Restaurant & Bar,"North Indian,  Chinese,  Seafood",2000,Mumbai,4.4
Royal Rasoi,"North Indian,  Chinese,  Seafood",1000,Mumbai,4.5
Arabian Chillies Restaurant,"Mughlai,  Chinese",1000,Mumbai,3.9
Twistie's,"Italian,  Pizza,  Fast Food",800,Mumbai,4.4
Pizza Caprina,Pizza,400,Mumbai,3.5
Chaayos - Meri Wali Chai,Tea,500,Mumbai,4.8
Arab Restaurant,"North Indian,  Chinese,  Mughlai",700,Mumbai,3.9
Cheelizza,"Pizza,  Italian",600,Mumbai,4.3
Kattyz,Fast Food,200,Mumbai,3
Preeti Sandwich and Juice Centre,Fast Food,600,Mumbai,4.7
Upper Deck,"Italian,  Continental,  North Indian,  Chinese,  Seafood",1000,Mumbai,4.2
Punjab Grill,"North Indian,  Mughlai",3000,Mumbai,4.2
San Marzano Pizzeria & Grill,"Pizza,  Italian,  Mexican",500,Mumbai,4.7
Monopoly,Fast Food,600,Mumbai,3.9
Cafe Amigos,"Fast Food,  Italian,  Continental",1000,Mumbai,4.2
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.4
Balaji Idli House,"South Indian,  North Indian,  Chinese",800,Mumbai,4.2
99 Pancakes,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",500,Mumbai,4
Gigil Brasserie,"Italian,  Fast Food,  Desserts",1000,Mumbai,4.3
Mad Over Donuts,"Desserts,  Doughnuts,  Waffle",450,Mumbai,4.4
Frozen Bottle,"Desserts,  Shakes,  Ice Cream",500,Mumbai,4.4
Coconuts Lagoon Coastal Cuisine & Bar,"North Indian,  Chinese,  Seafood",1500,Mumbai,4.5
Aromas Cafe,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",1000,Mumbai,4.2
London Taxi,"Multi-Cuisine,  Continental,  European,  Asian,  Modern Indian",1600,Mumbai,4.4
Food Hub Family Restaurant,"North Indian,  Chinese,  Fast Food",800,Mumbai,3.8
Taco Bell,"Fast Food,  Mexican,  American",500,Mumbai,4
East Asia - The Asian Fanfare,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Japanese,  Asian,  Korean",1200,Mumbai,4.4
Coffee By Di Bella,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",700,Mumbai,4.1
House of Misal,"Maharashtrian,  Street Food",200,Mumbai,5
Around d' Globe,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican,  Oriental ",1000,Mumbai,4.3
Pop Tate's,"Chinese,  Italian,  Continental",2000,Mumbai,4.2
KOKO,"Asian,  Japanese,  Oriental ,  Sushi",3000,Mumbai,4.7
Magari,"Italian,  Continental",900,Mumbai,4
Pop Tate's,"Chinese,  Italian,  Continental",2000,Mumbai,4.3
Banana Leaf,"South Indian,  Street Food",1000,Mumbai,4.2
MH04 The Drunk Yard,"Finger Food,  North Indian,  Italian,  Continental,  Mexican",2000,Mumbai,4.3
The Bombay Cartel,"North Indian,  Italian,  Chinese,  Continental",1800,Mumbai,4.2
"Ambrosia Cakes, Bakes and Snacks","Desserts,  Bakery and Confectionary",400,Mumbai,4
Amar Juice & Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Mexican,  Street Food,  Fast Food,  Juice,  Shakes",500,Mumbai,4
Maple Restro Bar,"North Indian,  Chinese,  Seafood,  Mughlai",1000,Mumbai,4.1
99 Pancakes,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",500,Mumbai,3
Makhna,North Indian,1700,Mumbai,3.2
Younion,"European,  Asian,  Finger Food,  Fast Food",2000,Mumbai,4.3
Angrezi Dhaba,"Multi-Cuisine,  North Indian,  Chinese,  Thai,  Seafood,  Finger Food",1500,Mumbai,4.1
Delhi Highway,"North Indian,  Mughlai",1200,Mumbai,4.3
Frozen Bottle,"Desserts,  Shakes,  Ice Cream",500,Mumbai,2.5
Dinshaw's Xpress Cafe,"Ice Cream,  Desserts,  Fast Food",1500,Mumbai,4.2
Masala Mastee,"North Indian,  Chinese,  Continental,  Street Food,  Fast Food",1200,Mumbai,4.3
Prasad Food Divine,"North Indian,  Chinese,  Continental",1000,Mumbai,4.4
Chaayos - Meri Wali Chai,Tea,500,Mumbai,4.3
New York Burrito Company,"Mexican,  Fast Food",600,Mumbai,4.3
Aromas Cafe & Bistro,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",1500,Mumbai,2.8
Sammy Sosa,"Italian,  Asian,  Continental,  Mexican",1500,Mumbai,4.6
Pop Tate's,"Chinese,  Italian,  Continental",2000,Mumbai,4.5
Yum In Tum,"Italian,  Lebanese,  Fast Food",400,Mumbai,5
West 1,"Multi-Cuisine,  North Indian,  Italian,  Continental",3000,Mumbai,4
Street Gourmet,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Street Food,  Fast Food,  Shakes",1000,Mumbai,3.8
